id_supplier,nama_supplier,kategori_barang,kota,provinsi,no_telepon,email ,tanggal_kerjasama,timestamp_update_date,timestamp_update_time,rating_supplier,status_aktif,npwp
SUP2172,Perum Suartini,Fashion,Medan,Sumatera Utara,0878177435395,aramadan@pd.mil,2019-04-24,2023-07-03,16:59:14,3.8,Non-Aktif,66.326.842.8-705.297
SUP0848,Perum Suartini (Persero) Tbk,Sembako,Palembang,Sumatera Selatan,0812447479095,hasanahsalsabila@pd.edu,2016-04-27,2024-10-24,01:54:41,3.7,Non-Aktif,17.360.596.3-469.057
SUP3927,Perum Suartini (Persero) Tbk,Sembako,Semarang,Jawa Tengah,0895141508664,putri06@pd.sch.id,2016-08-17,2022-10-04,03:29:46,4.2,Aktif,39.981.659.1-733.047
SUP2062,Perum Suartini Suryatmi Tbk,Sembako,Semarang,Jawa Tengah,0857915866246,wkurniawan@perum.my.id,2018-10-21,2024-04-29,19:31:42,3.7,Aktif,31.680.627.0-679.813
SUP0622,Perum Suartini Tbk,Sembako,Makassar,Sulawesi Selatan,0895849597179,hardana59@pd.id,2020-02-17,2022-05-05,16:59:59,4.6,Aktif,71.854.449.5-943.727
SUP0188,Perum Sudiati,Elektronik,Medan,Sumatera Utara,0857339211626,latuponokarya@cv.gov,2023-02-11,2024-01-06,03:11:21,3.1,Non-Aktif,45.480.212.2-639.221
SUP2019,Perum Sudiati,Fashion,Semarang,Jawa Tengah,0857690473398,platupono@perum.id,2019-08-24,2024-06-14,20:20:38,4.5,Aktif,99.826.896.3-254.554
SUP2105,Perum Sudiati,Bahan Baku,Semarang,Jawa Tengah,0822366070577,safitrijamal@pt.web.id,2016-07-26,2023-01-04,18:39:09,3.1,Aktif,95.257.211.3-933.576
SUP0203,Perum Sudiati (Persero) Tbk,Farmasi,Samarinda,Kalimantan Timur,0812559822468,ksiregar@pd.net.id,2016-03-02,2024-08-25,04:35:08,3.9,Aktif,20.962.165.8-021.734
SUP1369,Perum Sudiati Nasyidah,Sembako,Palembang,Sumatera Selatan,0878765423900,unknown,2021-08-16,2023-01-30,05:01:27,4.4,Aktif,14.139.442.9-439.338
SUP3061,Perum Sudiati Siregar Tbk,Sembako,Bandung,Jawa Barat,0822471189220,nnugroho@pd.ponpes.id,2024-04-26,2023-05-29,07:34:16,2.9,Aktif,80.533.206.7-883.069
SUP1884,Perum Sudiati Tbk,Fashion,Bandung,Jawa Barat,0895143757299,mandalagaduh@ud.sch.id,2020-01-09,2022-10-05,10:51:09,3.7,Aktif,64.434.966.4-593.659
SUP3189,Perum Suryatmi,Bahan Baku,Samarinda,Kalimantan Timur,0878450360359,jagapatimaryadi@cv.com,2017-06-26,2023-06-25,04:55:30,2.7,Aktif,46.718.017.0-730.912
SUP3015,Perum Suryatmi Siregar,Fashion,Makassar,Sulawesi Selatan,0852591392067,nhutasoit@ud.sch.id,2021-06-19,2024-05-31,06:54:46,3.8,Aktif,57.846.253.7-080.187
SUP3889,Perum Suryatmi Tbk,Fashion,Medan,Sumatera Utara,0857625317907,maryatidwi@ud.web.id,2024-09-22,2022-09-12,01:24:33,4.1,Aktif,83.519.316.2-550.041
SUP2102,Perum Suryono,Fashion,Makassar,Sulawesi Selatan,0812035030170,gprastuti@ud.sch.id,2021-04-21,2023-06-27,00:14:07,4.0,Aktif,61.308.360.5-547.567
SUP3249,Perum Suryono,Fashion,Makassar,Sulawesi Selatan,0857028306522,zagustina@cv.or.id,2019-04-23,2024-04-23,05:17:08,3.6,Aktif,89.435.384.8-148.603
SUP1315,Perum Suryono (Persero) Tbk,Elektronik,Denpasar,Bali,0821872885791,bnugroho@ud.com,2023-06-27,2023-01-20,00:49:59,3.2,Aktif,25.861.729.3-574.269
SUP3523,Perum Suryono Habibi,Bahan Baku,Jakarta,DKI Jakarta,0878407550112,firmansyahlukita@pd.gov,2017-09-01,2024-05-29,13:19:30,2.7,Aktif,30.707.927.4-683.990
SUP0886,Perum Suryono Jailani Tbk,Alat Tulis,Samarinda,Kalimantan Timur,0821348558815,cahyanto26@ud.co.id,2020-02-04,2024-02-09,11:04:04,4.5,Aktif,50.645.485.1-355.202
SUP4054,Perum Suryono Sitorus (Persero) Tbk,Bahan Baku,Semarang,Jawa Tengah,0878822926310,wpudjiastuti@perum.net.id,2024-03-11,2023-11-18,03:15:04,3.4,Aktif,54.859.597.7-113.614
SUP0145,Perum Susanti Mustofa,Farmasi,Makassar,Sulawesi Selatan,0821785441787,fwijayanti@pd.id,2022-09-16,2024-05-06,01:03:01,3.2,Aktif,81.456.831.6-182.387
SUP3972,Perum Susanti Tbk,Elektronik,Yogyakarta,DI Yogyakarta,0821505536746,fyolanda@cv.com,2023-01-10,2022-09-13,06:30:16,2.9,Non-Aktif,44.229.011.7-170.784
SUP2886,Perum Suwarno Sinaga (Persero) Tbk,Alat Tulis,Jakarta,DKI Jakarta,0878588217503,budiyantorusman@pt.ponpes.id,2021-12-31,2022-05-06,03:31:47,4.7,Aktif,11.356.837.9-495.993
SUP1569,Perum Tamba,Elektronik,Samarinda,Kalimantan Timur,0811060082896,ulvamaryadi@ud.co.id,2021-03-03,2022-08-27,11:18:53,3.0,Aktif,95.164.487.4-288.730
SUP3205,Perum Tamba Pudjiastuti Tbk,Sembako,Samarinda,Kalimantan Timur,0821433020596,ifujiati@cv.go.id,2024-01-08,2024-12-23,15:59:44,4.9,Aktif,78.857.788.5-527.620
SUP3038,Perum Tamba Tbk,Farmasi,Makassar,Sulawesi Selatan,0878448542302,vinsenpurwanti@pt.co.id,2019-07-05,2022-11-13,08:15:56,3.3,Aktif,84.459.500.7-352.931
SUP0960,Perum Tamba Usamah,Bahan Baku,Bandung,Jawa Barat,0857758536290,vrahayu@perum.id,2024-11-27,2024-09-03,01:23:04,4.0,Aktif,32.333.463.2-161.031
SUP1551,Perum Tampubolon,Bahan Baku,Samarinda,Kalimantan Timur,0812145558693,slaksmiwati@perum.id,2022-08-09,2022-07-16,16:22:30,2.7,Aktif,88.777.972.9-649.016
SUP0323,Perum Tampubolon (Persero) Tbk,Sembako,Samarinda,Kalimantan Timur,0895772754923,mariadi84@pd.biz.id,2019-01-30,2024-01-20,08:39:06,4.8,Aktif,31.394.107.7-306.857
SUP3112,Perum Tampubolon Tarihoran (Persero) Tbk,Alat Tulis,Makassar,Sulawesi Selatan,0811806328058,cahyono35@perum.sch.id,2024-12-01,2024-08-30,15:42:36,3.7,Aktif,84.845.403.6-236.632
SUP2721,Perum Tampubolon Tbk,Fashion,Makassar,Sulawesi Selatan,0852461321123,hutagalungyosef@perum.net,2022-08-20,2022-06-04,17:11:31,4.1,Aktif,40.448.566.0-236.419
SUP1355,Perum Tarihoran,Fashion,Samarinda,Kalimantan Timur,0812656865284,mustofaani@cv.org,2018-01-01,2022-04-12,18:27:32,3.1,Aktif,92.405.165.4-478.390
SUP3254,Perum Thamrin Halimah (Persero) Tbk,Alat Tulis,Samarinda,Kalimantan Timur,0812339259186,namagakarimah@cv.biz.id,2023-01-14,2023-06-16,06:41:20,2.7,Non-Aktif,70.282.986.1-909.025
SUP0763,Perum Thamrin Tbk,Fashion,Jakarta,DKI Jakarta,0822756685157,maria71@perum.mil,2019-05-17,2023-05-11,15:28:20,3.1,Aktif,76.103.503.0-843.254
SUP3069,Perum Usamah Kusmawati (Persero) Tbk,Fashion,Semarang,Jawa Tengah,0812878988237,unknown,2024-04-21,2023-12-30,07:31:01,3.6,Aktif,32.322.394.4-975.551
SUP2746,Perum Usamah Mahendra Tbk,Farmasi,Jakarta,DKI Jakarta,0812033652820,maheswaradaruna@pd.web.id,2019-03-12,2022-09-04,19:31:34,4.5,Aktif,60.746.662.1-919.817
SUP2699,Perum Usamah Prasetyo (Persero) Tbk,Bahan Baku,Bandung,Jawa Barat,0821050799052,bahuraksalailasari@pd.net.id,2019-08-11,2022-06-10,00:20:35,4.1,Aktif,54.627.178.6-893.464
SUP0551,Perum Usamah Wastuti,Alat Tulis,Denpasar,Bali,0852453246110,rikawastuti@pd.sch.id,2018-02-02,2022-11-29,01:05:50,3.3,Aktif,38.443.034.9-599.676
SUP1090,Perum Usamah Wulandari Tbk,Fashion,Samarinda,Kalimantan Timur,0813783730912,zahraaryani@pd.ponpes.id,2023-01-29,2022-10-26,08:56:51,3.7,Non-Aktif,50.179.653.3-661.539
SUP1266,Perum Utama (Persero) Tbk,Elektronik,Makassar,Sulawesi Selatan,0857123994523,latika11@pd.mil.id,2016-09-19,2024-09-11,01:05:19,3.8,Non-Aktif,34.061.171.1-188.033
SUP1108,Perum Utami,Sembako,Semarang,Jawa Tengah,0852105720792,karsa26@pd.co.id,2020-04-25,2024-02-28,21:28:19,3.9,Aktif,50.974.111.5-429.150
SUP1983,Perum Utami,Alat Tulis,Samarinda,Kalimantan Timur,0811911538094,simon45@ud.biz.id,2017-04-26,2022-04-28,14:44:55,3.5,Aktif,11.768.754.4-909.763
SUP3580,Perum Utami Maheswara (Persero) Tbk,Bahan Baku,Makassar,Sulawesi Selatan,0811380071269,donositumorang@pt.com,2022-10-23,2024-03-21,05:17:11,4.1,Non-Aktif,40.619.268.3-987.019
SUP1136,Perum Utami Rahimah Tbk,Farmasi,Yogyakarta,DI Yogyakarta,0821595706543,umar35@pt.or.id,2023-12-03,2024-11-17,11:26:49,2.9,Aktif,53.800.440.6-535.777
SUP2977,Perum Uwais,Alat Tulis,Yogyakarta,DI Yogyakarta,0811675472259,cecepsafitri@pd.co.id,2019-09-16,2023-02-08,13:55:57,3.5,Aktif,76.368.120.2-345.010
SUP3182,Perum Uwais,Fashion,Bandung,Jawa Barat,0811375558195,aanggriawan@ud.ponpes.id,2017-03-07,2022-11-28,07:59:58,3.7,Aktif,00.303.681.2-344.752
SUP1992,Perum Uwais (Persero) Tbk,Fashion,Medan,Sumatera Utara,0811861345851,cakrabuanafarida@pt.sch.id,2020-01-18,2023-11-04,19:03:34,4.1,Non-Aktif,15.787.832.4-622.104
SUP2947,Perum Uwais (Persero) Tbk,Sembako,Semarang,Jawa Tengah,0811386269221,dartonoardianto@cv.biz.id,2017-05-11,2023-07-31,05:43:54,2.7,Aktif,77.024.666.9-723.530
SUP4024,Perum Uyainah,Alat Tulis,Samarinda,Kalimantan Timur,0857044111745,raihan60@perum.edu,2016-07-06,2024-10-16,14:46:42,4.9,Aktif,33.429.200.0-053.295
SUP2305,Perum Uyainah (Persero) Tbk,Elektronik,Makassar,Sulawesi Selatan,0822219178783,sihombingchelsea@cv.my.id,2018-01-15,2024-05-19,05:12:55,4.6,Aktif,44.479.471.0-403.789
SUP3834,Perum Uyainah Tbk,Bahan Baku,Yogyakarta,DI Yogyakarta,0811444732106,unknown,2018-01-13,2024-09-15,08:00:53,4.3,Aktif,01.534.015.0-238.669
SUP0940,Perum Uyainah Wastuti (Persero) Tbk,Sembako,Palembang,Sumatera Selatan,0878407859906,nova11@pd.or.id,2018-05-30,2024-09-10,12:59:01,5.0,Aktif,32.464.866.1-177.135
SUP2844,Perum Wacana (Persero) Tbk,Bahan Baku,Denpasar,Bali,0878063175194,kuswandaricarla@pd.sch.id,2021-05-29,2022-04-28,23:00:14,3.8,Aktif,04.511.649.8-246.876
SUP0543,Perum Wahyudin,Elektronik,Medan,Sumatera Utara,0852216099176,prabowoprasetyo@cv.web.id,2020-04-17,2024-08-02,08:32:37,2.9,Aktif,73.312.982.3-012.308
SUP3979,Perum Wahyudin,Bahan Baku,Surabaya,Jawa Timur,0878712441718,faridatiara@pd.go.id,2019-01-04,2024-08-18,15:29:36,2.9,Aktif,89.040.492.1-373.321
SUP2552,Perum Wahyudin Oktaviani (Persero) Tbk,Elektronik,Samarinda,Kalimantan Timur,0895704056980,alika36@pt.co.id,2022-10-23,2022-04-20,17:07:45,3.1,Aktif,09.689.410.1-004.644
SUP0250,Perum Wahyudin Prayoga Tbk,Elektronik,Palembang,Sumatera Selatan,0822724560151,halim45@pt.ponpes.id,2022-03-10,2023-03-04,00:25:26,3.9,Aktif,67.317.896.9-957.693
SUP1420,Perum Wahyudin Rahmawati,Fashion,Palembang,Sumatera Selatan,0878800109543,jarwamarbun@pd.desa.id,2021-12-09,2023-03-25,20:31:46,5.0,Aktif,68.055.673.9-222.163
SUP1012,Perum Wahyudin Tbk,Farmasi,Samarinda,Kalimantan Timur,0822548784570,teguhpurwanti@ud.gov,2017-05-02,2022-06-12,01:04:35,4.0,Aktif,83.434.432.9-031.123
SUP3952,Perum Wahyudin Tbk,Alat Tulis,Jakarta,DKI Jakarta,0821829819157,unknown,2019-12-14,2022-07-10,23:22:46,3.6,Aktif,42.173.114.8-426.228
SUP0448,Perum Wahyuni,Farmasi,Denpasar,Bali,0895601015540,jailsaptono@perum.biz.id,2023-10-06,2023-08-29,17:33:00,4.4,Aktif,81.415.498.9-030.078
SUP3611,Perum Wahyuni,Alat Tulis,Samarinda,Kalimantan Timur,0852312694852,dongoranlatika@pd.com,2018-10-30,2023-01-20,08:15:57,2.7,Aktif,69.793.137.6-321.616
SUP2673,Perum Wahyuni Budiyanto (Persero) Tbk,Bahan Baku,Bandung,Jawa Barat,0895753816956,wijayamartaka@perum.edu,2024-01-10,2022-09-27,21:57:22,4.9,Aktif,23.428.623.1-263.844
SUP1198,Perum Wahyuni Hutagalung (Persero) Tbk,Farmasi,Samarinda,Kalimantan Timur,0822581369469,jrahmawati@perum.id,2019-07-07,2024-03-16,02:50:32,3.6,Aktif,37.976.034.3-900.001
SUP0276,Perum Wahyuni Wijaya,Elektronik,Bandung,Jawa Barat,0813629917093,pprasasta@pd.my.id,2017-01-02,2022-07-24,13:10:17,4.4,Aktif,04.846.204.9-418.668
SUP1049,Perum Wahyuni Winarno (Persero) Tbk,Alat Tulis,Semarang,Jawa Tengah,0821030700700,fwahyuni@cv.my.id,2019-02-24,2022-06-05,11:06:38,3.2,Aktif,47.604.724.3-462.263
SUP2512,Perum Waluyo Oktaviani (Persero) Tbk,Elektronik,Palembang,Sumatera Selatan,0822428221420,hpranowo@perum.com,2016-07-03,2022-07-22,22:42:59,3.4,Aktif,25.712.063.6-181.729
SUP1519,Perum Wasita,Elektronik,Makassar,Sulawesi Selatan,0878991120144,umanullang@ud.my.id,2018-10-03,2022-08-10,19:33:14,4.9,Aktif,59.011.130.5-586.701
SUP0435,Perum Wasita (Persero) Tbk,Fashion,Yogyakarta,DI Yogyakarta,0812399105005,bakianto37@ud.biz.id,2022-03-12,2023-04-02,19:23:52,3.7,Aktif,65.723.725.1-765.535
SUP2519,Perum Wasita Farida (Persero) Tbk,Sembako,Jakarta,DKI Jakarta,0822978852152,suciramadan@ud.desa.id,2022-10-05,2022-09-23,13:45:47,3.7,Aktif,12.736.320.6-707.120
SUP2675,Perum Wasita Pangestu,Fashion,Medan,Sumatera Utara,0895231570645,tnamaga@ud.ponpes.id,2017-02-10,2023-04-27,13:58:50,4.6,Aktif,56.608.221.2-285.822
SUP0797,Perum Wasita Saptono (Persero) Tbk,Fashion,Medan,Sumatera Utara,0852694261920,srahimah@cv.org,2019-04-25,2022-09-06,15:55:09,3.6,Aktif,61.875.162.1-535.895
SUP0444,Perum Wasita Tbk,Elektronik,Semarang,Jawa Tengah,0821247516541,wacanaraditya@perum.net,2022-03-08,2022-09-23,23:29:10,4.2,Aktif,30.464.215.8-979.097
SUP2621,Perum Wastuti,Farmasi,Surabaya,Jawa Timur,0852351160833,ikaputra@cv.desa.id,2020-07-24,2023-07-03,18:07:15,4.7,Non-Aktif,40.847.966.9-478.742
SUP4045,Perum Wastuti (Persero) Tbk,Bahan Baku,Makassar,Sulawesi Selatan,0878172916198,kenzie48@perum.co.id,2022-08-30,2023-08-16,10:32:44,3.9,Aktif,23.544.195.8-808.988
SUP3811,Perum Wastuti Saefullah Tbk,Sembako,Bandung,Jawa Barat,0811720157439,qrahimah@ud.gov,2024-12-22,2022-10-31,07:05:32,4.1,Aktif,81.575.610.4-116.586
SUP3475,Perum Wastuti Sirait,Farmasi,Bandung,Jawa Barat,0821995466364,hpratama@ud.ponpes.id,2024-06-23,2022-04-20,23:27:12,3.7,Aktif,21.785.966.3-631.072
SUP3934,Perum Wastuti Suwarno (Persero) Tbk,Sembako,Denpasar,Bali,0878105449118,bagiya44@cv.ponpes.id,2020-10-08,2022-06-04,02:47:43,3.5,Aktif,48.250.330.0-501.204
SUP2121,Perum Wibisono,Fashion,Bandung,Jawa Barat,0878945893713,nasrullahkusumo@cv.id,2024-06-03,2024-12-02,11:45:05,2.7,Non-Aktif,27.971.181.1-197.056
SUP1237,Perum Wibisono Andriani,Fashion,Makassar,Sulawesi Selatan,0852163749488,vgunarto@cv.co.id,2021-06-26,2024-02-06,08:42:09,4.1,Aktif,93.944.136.8-943.272
SUP2929,Perum Wibisono Nasyiah,Farmasi,Yogyakarta,DI Yogyakarta,0857676877062,sakura86@cv.desa.id,2021-01-11,2024-06-29,03:14:34,4.2,Aktif,65.280.842.6-333.421
SUP1432,Perum Wibowo (Persero) Tbk,Farmasi,Medan,Sumatera Utara,0821998883719,siraitmalik@cv.com,2021-06-18,2024-04-19,18:00:29,4.1,Aktif,30.369.272.2-946.763
SUP3432,Perum Wibowo (Persero) Tbk,Sembako,Yogyakarta,DI Yogyakarta,0878218186898,emanuwais@ud.net,2019-08-03,2023-11-04,21:02:13,4.0,Aktif,14.023.778.1-627.608
SUP2101,Perum Wibowo Astuti Tbk,Farmasi,Palembang,Sumatera Selatan,0857636232431,kayla54@pd.co.id,2018-11-15,2024-06-25,16:07:38,4.3,Aktif,63.788.672.8-643.489
SUP3870,Perum Wibowo Permata,Fashion,Yogyakarta,DI Yogyakarta,0822722893217,banawiyuniar@pd.int,2020-03-22,2022-03-16,05:00:53,3.7,Aktif,62.141.927.6-362.910
SUP2128,Perum Wibowo Ramadan (Persero) Tbk,Sembako,Bandung,Jawa Barat,0822511346724,jwastuti@pt.int,2016-11-25,2024-08-05,05:19:00,4.5,Aktif,37.494.966.3-409.658
SUP3948,Perum Widiastuti Pratiwi (Persero) Tbk,Sembako,Jakarta,DKI Jakarta,0822592860674,silviapradana@ud.or.id,2020-09-29,2024-04-20,04:03:59,3.6,Aktif,41.434.300.5-784.953
SUP2165,Perum Widiastuti Tbk,Bahan Baku,Bandung,Jawa Barat,0895683113830,diah04@perum.id,2022-08-08,2023-08-30,14:58:26,4.1,Aktif,61.976.284.6-634.034
SUP1910,Perum Widodo,Bahan Baku,Makassar,Sulawesi Selatan,0857578242030,ganeplaksmiwati@pt.biz.id,2016-03-13,2022-01-09,03:26:39,4.1,Aktif,25.513.679.9-188.875
SUP2558,Perum Widodo Halimah Tbk,Farmasi,Denpasar,Bali,0822380152433,pradanajaga@cv.com,2017-06-03,2022-04-12,15:09:14,3.1,Aktif,78.120.324.4-625.072
SUP0170,Perum Widodo Salahudin,Farmasi,Denpasar,Bali,0821510819228,hputra@perum.ac.id,2019-04-09,2023-06-17,07:20:23,4.6,Aktif,57.367.044.5-141.600
SUP3592,Perum Widodo Tbk,Farmasi,Palembang,Sumatera Selatan,0822031836114,rhutapea@ud.ac.id,2021-03-12,2024-12-19,01:28:55,3.8,Aktif,79.228.112.6-232.692
SUP2918,Perum Widodo Tbk,Fashion,Denpasar,Bali,0822602140936,legawa47@cv.go.id,2019-03-05,2023-09-18,05:02:48,4.2,Aktif,24.443.196.3-427.346
SUP1912,Perum Wijaya Natsir (Persero) Tbk,Elektronik,Makassar,Sulawesi Selatan,0878601498326,januarcinthia@cv.com,2016-03-20,2023-08-04,02:33:09,3.3,Aktif,29.157.759.4-719.177
SUP1246,Perum Wijaya Prasetya,Fashion,Yogyakarta,DI Yogyakarta,0895232898372,melanislamet@cv.web.id,2019-01-15,2023-09-04,21:48:08,3.7,Aktif,92.579.844.6-358.226
SUP1424,Perum Wijayanti (Persero) Tbk,Sembako,Jakarta,DKI Jakarta,0895703343265,puspitawarta@pt.com,2018-02-12,2023-06-17,04:39:03,4.6,Aktif,56.026.752.1-219.307
SUP3813,Perum Wijayanti (Persero) Tbk,Bahan Baku,Samarinda,Kalimantan Timur,0857350637578,nasrullahnovitasari@perum.ponpes.id,2023-04-08,2022-06-05,06:45:56,2.6,Aktif,82.299.229.4-756.294
SUP1022,Perum Wijayanti Hidayat (Persero) Tbk,Farmasi,Surabaya,Jawa Timur,0857807750183,hasim62@cv.id,2016-01-18,2024-04-11,05:28:20,4.7,Aktif,43.187.352.4-882.289
SUP2690,Perum Wijayanti Tbk,Sembako,Jakarta,DKI Jakarta,0878558812109,wibisonomaras@pd.int,2022-01-01,2024-06-02,05:18:13,3.3,Aktif,87.627.206.2-153.995
SUP3601,Perum Wijayanti Wijaya,Fashion,Palembang,Sumatera Selatan,0812902547421,lutfan94@cv.mil,2016-03-16,2022-06-01,23:42:42,3.4,Aktif,79.198.274.4-278.447
SUP3804,Perum Winarno Damanik Tbk,Bahan Baku,Bandung,Jawa Barat,0811125799519,wulanutami@pd.co.id,2018-08-02,2023-12-08,11:22:56,3.7,Aktif,60.576.373.3-638.086
SUP1109,Perum Winarno Firmansyah,Fashion,Bandung,Jawa Barat,0812921031851,byulianti@pt.net.id,2019-10-28,2022-05-31,08:59:02,3.8,Aktif,13.287.917.9-936.893
SUP2756,Perum Winarno Mandala (Persero) Tbk,Farmasi,Yogyakarta,DI Yogyakarta,0812294137691,rahmawatiyono@perum.ac.id,2016-01-25,2022-05-25,18:25:02,3.1,Aktif,22.556.285.6-454.692
SUP3136,Perum Winarno Setiawan,Fashion,Jakarta,DKI Jakarta,0813246683811,lmaheswara@pt.edu,2022-10-29,2023-12-11,07:59:29,4.8,Aktif,34.656.073.8-335.840
SUP0979,Perum Winarno Tbk,Farmasi,Medan,Sumatera Utara,0895883087823,pranatagunarto@pd.net.id,2022-10-26,2024-07-07,16:52:45,2.8,Aktif,18.220.623.7-630.928
SUP1088,Perum Winarsih Tbk,Bahan Baku,Medan,Sumatera Utara,0822380913733,galak16@ud.mil,2019-09-26,2022-04-25,23:15:46,4.7,Aktif,56.244.326.3-275.948
SUP1412,Perum Wulandari,Farmasi,Surabaya,Jawa Timur,0878772899314,dirjathamrin@pt.desa.id,2023-12-22,2023-10-31,05:03:57,3.1,Aktif,86.180.977.1-296.534
SUP3201,Perum Wulandari,Bahan Baku,Semarang,Jawa Tengah,0852069742614,irfanmaryadi@cv.or.id,2019-03-12,2023-09-10,19:30:59,2.7,Aktif,85.340.949.2-343.585
SUP3733,Perum Wulandari,Bahan Baku,Semarang,Jawa Tengah,0857608066506,solehlaksmiwati@ud.biz.id,2021-02-17,2023-01-08,23:13:02,4.8,Aktif,21.824.022.9-036.436
SUP3276,Perum Wulandari (Persero) Tbk,Bahan Baku,Denpasar,Bali,0852396482098,unknown,2019-03-01,2022-07-02,21:02:00,3.0,Aktif,92.919.475.9-074.817
SUP1150,Perum Wulandari Hidayanto (Persero) Tbk,Bahan Baku,Makassar,Sulawesi Selatan,0813902084824,saputralili@ud.com,2018-02-03,2023-04-27,04:16:25,3.9,Aktif,10.233.883.7-350.459
SUP3066,Perum Wulandari Putra (Persero) Tbk,Alat Tulis,Makassar,Sulawesi Selatan,0813254927867,omaheswara@pt.ac.id,2024-12-13,2022-06-04,08:14:15,2.9,Aktif,76.011.881.9-976.981
SUP0168,Perum Wulandari Rajata,Fashion,Surabaya,Jawa Timur,0857598511748,dmarpaung@cv.edu,2019-02-25,2022-12-21,04:05:07,4.7,Aktif,02.687.213.9-089.565
SUP0108,Perum Yolanda (Persero) Tbk,Elektronik,Palembang,Sumatera Selatan,0821309603991,mgunawan@pt.com,2024-05-18,2024-08-11,16:11:16,5.0,Aktif,24.645.115.2-278.495
SUP1534,Perum Yolanda (Persero) Tbk,Farmasi,Yogyakarta,DI Yogyakarta,0878288872115,suwarnomursinin@perum.org,2020-06-07,2024-08-26,15:46:14,3.8,Aktif,53.834.078.6-744.298
SUP1207,Perum Yolanda Mardhiyah Tbk,Sembako,Semarang,Jawa Tengah,0812571265463,nasyidahgasti@perum.go.id,2018-02-24,2024-12-15,06:29:00,2.5,Aktif,49.302.915.9-538.876
SUP1111,Perum Yolanda Waluyo,Alat Tulis,Palembang,Sumatera Selatan,0878006038298,pmaryadi@pd.net,2022-08-09,2024-07-03,12:16:58,3.9,Aktif,03.193.513.1-865.469
SUP0533,Perum Yulianti,Elektronik,Yogyakarta,DI Yogyakarta,0822841657284,flestari@pt.ac.id,2022-03-23,2022-02-02,21:30:35,2.6,Aktif,84.946.780.8-735.106
SUP3251,Perum Yulianti,Bahan Baku,Makassar,Sulawesi Selatan,0857981092281,msantoso@ud.gov,2023-08-28,2023-05-26,11:46:06,3.8,Aktif,07.309.795.0-373.145
SUP1934,Perum Yulianti Gunawan,Sembako,Denpasar,Bali,0821463682789,zelaya04@pt.gov,2022-11-13,2024-03-05,03:19:00,2.7,Non-Aktif,43.135.229.6-669.944
SUP3857,Perum Yulianti Prasasta,Fashion,Yogyakarta,DI Yogyakarta,0822102102302,salsabilamarbun@perum.biz.id,2020-12-17,2023-08-25,23:17:50,2.7,Aktif,16.973.070.5-112.575
SUP3333,Perum Yuliarti,Farmasi,Makassar,Sulawesi Selatan,0857750224725,maidaaryani@ud.org,2018-02-14,2024-06-02,18:57:26,4.9,Aktif,54.964.280.7-139.091
SUP1823,Perum Yuliarti Mandasari,Sembako,Palembang,Sumatera Selatan,0878213546828,tasnimiswahyudi@pt.sch.id,2022-11-10,2024-06-06,20:40:27,4.2,Aktif,84.868.509.5-453.899
SUP2406,Perum Yuliarti Manullang,Farmasi,Yogyakarta,DI Yogyakarta,0895234354826,dwidodo@cv.sch.id,2017-08-10,2022-12-27,10:56:20,2.5,Non-Aktif,07.751.761.3-822.630
SUP0074,Perum Yuliarti Purwanti,Fashion,Surabaya,Jawa Timur,0878773462560,yunitathamrin@cv.org,2024-05-23,2024-05-19,18:48:02,4.5,Aktif,47.946.815.7-708.838
SUP1628,Perum Yuliarti Tbk,Bahan Baku,Denpasar,Bali,0821019552496,bmarbun@cv.my.id,2023-01-26,2022-06-18,12:19:57,5.0,Aktif,35.919.419.5-515.028
SUP2132,Perum Yuliarti Tbk,Alat Tulis,Makassar,Sulawesi Selatan,0821422651107,kamaria55@pt.or.id,2016-12-23,2022-04-26,14:41:52,4.9,Aktif,63.892.133.2-786.059
SUP0376,Perum Yuniar,Fashion,Medan,Sumatera Utara,0878945522175,unknown,2019-04-26,2023-08-12,16:46:05,3.2,Non-Aktif,71.345.646.4-771.992
SUP0992,Perum Yuniar Aryani,Elektronik,Palembang,Sumatera Selatan,0811136666646,mustika42@pt.desa.id,2024-11-22,2024-06-02,02:07:23,2.7,Aktif,09.165.995.8-493.520
SUP2523,Perum Yuniar Jailani Tbk,Farmasi,Palembang,Sumatera Selatan,0822353384163,putri58@cv.id,2016-10-02,2024-06-14,07:02:02,4.3,Aktif,67.506.933.0-668.036
SUP0149,Perum Yuniar Tbk,Elektronik,Samarinda,Kalimantan Timur,0813688820881,darsirah38@pd.edu,2020-08-13,2023-03-07,22:20:33,2.8,Aktif,77.191.952.2-903.056
SUP2609,Perum Zulaika,Alat Tulis,Medan,Sumatera Utara,0878751236203,tkuswandari@pd.web.id,2021-10-30,2022-01-25,06:36:59,3.7,Non-Aktif,30.305.061.3-899.240
SUP3153,Perum Zulaika,Alat Tulis,Surabaya,Jawa Timur,0812197338507,tirtasiregar@pd.org,2021-07-23,2024-11-26,23:26:56,4.1,Aktif,89.152.779.5-011.214
SUP3216,Perum Zulaika Halim,Sembako,Samarinda,Kalimantan Timur,0811310497706,gtampubolon@ud.org,2017-03-14,2024-07-28,20:41:13,2.9,Aktif,16.050.107.4-025.639
SUP2848,Perum Zulaika Hastuti Tbk,Sembako,Denpasar,Bali,0895776934607,xnasyiah@pd.com,2016-09-22,2024-02-14,03:18:02,3.1,Aktif,93.373.127.5-588.405
